11	[[201656,466516],[203096,465536],[204349,465326],[205725,465379],[206050,465773],[207141,465997],[208081,465259],[208463,462063],[209356,460302],[209748,460002],[210382,456122],[210104,454578],[209007,453278],[208867,450865],[210239,450866],[210741,451340],[211724,451788],[214205,452848],[215447,453123],[215971,451067],[216086,449382],[214352,449207],[212445,445937],[212409,444813],[212804,444589],[213766,444421],[213867,444553],[214200,444238],[214056,443499],[213143,441816],[210322,440006],[208498,439720],[206545,437810],[206166,436439],[204686,436339],[203090,437699],[203236,438268],[203080,439483],[202928,439992],[202572,440143],[199684,440196],[197634,438389],[196234,437485],[194768,437172],[193980,438078],[192037,437166],[190973,437474],[189863,439364],[188747,442463],[188957,442767],[188214,443458],[186297,441682],[186248,441302],[184194,441523],[183983,441771],[183704,443972],[184154,444442],[184405,445127],[184647,447009],[184212,448728],[182507,448998],[182197,448583],[181700,448596],[179708,449630],[179404,450238],[179880,450601],[180734,452385],[181705,453276],[182162,454010],[182005,455149],[182433,455832],[182755,455725],[184374,454120],[186762,452602],[187358,452490],[188966,453040],[191084,454177],[192214,460311],[195260,461846],[196115,461142],[197178,459591],[197440,458881],[197701,458810],[198540,459332],[199394,462752],[199387,464208],[200984,466201],[201334,466514],[201656,466516]]
21	[[400871,211233],[402781,211368],[403615,211883],[405761,212018],[406836,210480],[409476,205779],[409120,205005],[407984,205046],[407421,205407],[406253,204821],[405731,204099],[405354,203067],[405558,202300],[405591,200347],[404928,199197],[404870,197979],[403045,190778],[402553,189912],[400132,187717],[399807,186812],[398684,186131],[397847,186429],[393320,185994],[392894,185701],[392421,183956],[393032,183466],[393831,182148],[393936,181087],[393593,179837],[391375,179699],[389117,180246],[388404,180688],[388899,182306],[388146,182855],[387041,182656],[384647,179265],[384410,175571],[383806,174721],[383565,174481],[383323,174893],[382861,176513],[381946,176016],[380836,174310],[380780,173880],[379025,172896],[378067,176244],[375789,179484],[375298,178122],[374328,177273],[372791,177208],[372779,178059],[373235,180303],[373215,181555],[372021,177190],[371866,175458],[371613,175067],[370820,175219],[369479,176104],[369584,176279],[369875,176116],[370916,176128],[370955,177197],[367265,177227],[367251,175867],[367899,176305],[368704,175994],[368951,175318],[368789,172686],[367769,170317],[367993,168880],[367054,167191],[366209,167660],[366293,168843],[366603,169838],[364598,173555],[365514,174998],[366917,176405],[367016,178136],[366133,179268],[367393,179643],[367877,180212],[367940,180894],[366915,182692],[365397,183000],[364734,183578],[363426,185294],[363394,185781],[368071,186573],[369872,186103],[370371,185261],[370767,185228],[371240,188485],[370261,190766],[371489,192118],[373778,193204],[375403,192751],[380417,193964],[381590,194487],[382995,197959],[385471,199299],[387790,201082],[390115,202463],[391878,202773],[393239,205737],[393644,209437],[395328,209273],[396950,208222],[397922,207953],[399308,209045],[399798,210679],[399270,211384],[399871,212129],[400096,212045],[400871,211233]]
22	[[352753,280873],[353239,280316],[354567,279973],[356333,278185],[357015,276371],[357371,272925],[358850,268847],[359033,266211],[358922,264606],[357977,263279],[357202,262771],[356517,262785],[355812,262467],[354346,259852],[354355,259371],[355075,257884],[354845,257516],[353623,256506],[352761,256307],[352023,255704],[351984,255018],[353338,252054],[352967,249289],[352247,248169],[348674,246496],[346822,246040],[345987,246815],[345618,248473],[346173,249485],[345328,249970],[342863,249937],[341737,249490],[338210,247039],[338598,245696],[338579,243768],[338110,243567],[337452,243252],[336472,242324],[336478,240592],[336818,240355],[336833,239485],[336271,238733],[334422,238302],[333322,238599],[330947,238575],[329652,236921],[328901,236573],[325135,234985],[324326,235157],[324128,235457],[324901,235419],[325626,235722],[326897,237817],[326996,238911],[326385,239590],[324952,240448],[323122,242431],[322525,243416],[322152,244799],[322210,245636],[322974,246134],[328153,244603],[328628,244792],[329634,245730],[329771,246745],[329475,248308],[328220,249271],[325899,250395],[325265,251497],[325243,252197],[327188,256138],[328336,257544],[332714,257476],[333436,257958],[333751,258666],[333411,259603],[331499,261294],[328415,262174],[325973,261936],[325503,262025],[325380,262282],[325062,263646],[325215,264364],[325779,265655],[326639,266340],[327479,268585],[328525,270675],[331103,272402],[333093,271640],[332968,269503],[332388,268342],[332461,267673],[333091,267110],[334706,267096],[335780,267547],[337409,269653],[338344,271316],[338348,274261],[337798,275653],[337808,276647],[340388,275659],[343369,276561],[344484,277338],[345730,279426],[352753,280873]]
23	[[162644,444540],[163239,443136],[161639,442081],[160158,441673],[159716,441724],[156346,440518],[155572,439009],[150519,435565],[148572,435630],[148057,437088],[146419,438387],[145104,437611],[143676,437895],[142980,440293],[142928,440797],[143254,441418],[143768,441580],[144126,441476],[144184,441278],[144503,441291],[149721,444786],[152581,444275],[154215,444791],[154878,445420],[155202,446117],[155321,447257],[155593,447852],[156955,448192],[157585,448073],[161516,445913],[162644,444540]],[[175663,454458],[178529,453637],[179321,453911],[181121,453715],[181705,453276],[180734,452385],[179880,450601],[179404,450238],[178818,448571],[177105,445225],[177147,442753],[179390,441080],[180128,441105],[180436,440361],[180313,439236],[179604,436349],[177426,433307],[176601,432625],[175326,431162],[169897,426856],[166019,426826],[165142,427322],[165142,428206],[165544,428844],[165537,435118],[165826,436728],[165251,437682],[163906,437764],[163883,439584],[164929,445389],[165533,445703],[165473,447360],[165122,450275],[163999,450864],[163327,451734],[162179,454028],[166657,455693],[168753,458446],[169394,459578],[169798,459680],[170884,459162],[172696,457710],[173953,456540],[175663,454458]],[[141928,460338],[140358,460112],[140143,460457],[140265,463172],[139708,464590],[137240,465958],[135967,467281],[136141,468004],[136783,468285],[137177,471126],[139798,472491],[140353,472638],[140767,472157],[140919,471804],[140253,470151],[140027,468403],[142288,466505],[144537,466053],[144834,465720],[145203,464602],[144929,463021],[142738,460897],[141928,460338]],[[133260,479571],[134528,479346],[135273,479507],[137720,477960],[139545,478028],[140343,478502],[141328,477614],[141266,477405],[139741,474883],[137581,473780],[136419,474376],[135699,474362],[133120,473425],[132480,472554],[131790,472560],[130068,474294],[131519,478382],[132587,479344],[133260,479571]],[[157637,472878],[158151,470731],[157584,469412],[157475,467919],[158445,463158],[158969,462616],[158852,461964],[158362,461282],[158493,459681],[159569,457902],[159953,455859],[157408,454679],[154026,453603],[152537,454864],[150286,454572],[147269,454810],[144254,456901],[144168,457135],[144628,458937],[146803,460276],[147422,461101],[145842,465495],[145028,466179],[142820,467240],[142021,468887],[141893,471970],[142822,471627],[143028,471710],[142959,475088],[143340,477218],[145724,479600],[149478,481355],[150335,481112],[150877,480413],[151875,479098],[153598,477502],[155081,476456],[156593,475757],[157278,473977],[157637,472878]],[[-981,499602],[-480,497956],[-4880,492878],[-6092,493494],[-9251,493734],[-10306,497201],[-10795,497691],[-11444,497976],[-11509,499107],[-10834,499709],[-10323,499697],[-8806,498816],[-4868,500140],[-3127,500402],[-1705,500108],[-981,499602]]
24	[[191583,195513],[193778,194512],[195401,191607],[196224,187997],[197072,186862],[197353,186729],[197417,187198],[198547,187684],[199891,187684],[200585,187307],[201882,186031],[201825,185347],[201077,184908],[200651,183973],[200515,180493],[198822,177943],[196497,176421],[196144,175959],[196150,175546],[195531,174891],[195094,174839],[191269,175876],[188229,175041],[187376,175316],[183233,172589],[179534,172707],[178842,172932],[177378,173975],[177531,174267],[178169,174453],[178819,174995],[178171,176631],[177034,178015],[176112,178742],[175816,178920],[173560,179006],[169886,178472],[168495,179604],[168159,180211],[167957,183282],[168796,187485],[172848,189882],[174233,190354],[174515,191098],[174366,191404],[174458,192022],[176008,194783],[178191,195483],[178437,195027],[178048,194114],[178128,192773],[181286,191200],[182235,191085],[185054,192218],[187180,193460],[187481,194036],[188843,194676],[191481,195517],[191583,195513]]
25	[[235604,332130],[236150,331445],[235822,329001],[235898,328565],[236177,328315],[240558,327777],[241518,328500],[241581,329555],[241966,330275],[242873,330825],[243315,330844],[242896,328648],[243795,325863],[245007,323150],[245706,322697],[246176,324717],[246933,324824],[248640,324131],[249919,321961],[249646,321680],[249142,321832],[247982,321673],[247096,320842],[247065,319611],[245844,316866],[244929,315437],[244550,309707],[244335,308668],[243817,308126],[243748,305754],[244224,304269],[241962,302611],[240710,300675],[240830,300118],[239599,299406],[236640,301455],[234811,306018],[235013,306746],[234918,307197],[233854,307925],[233426,308014],[232520,307669],[232307,306878],[232305,306124],[232697,305350],[232587,302596],[230605,298877],[229795,299573],[228193,302468],[227240,303187],[227181,302382],[226340,302535],[225355,304014],[225133,304788],[225096,305774],[225276,306379],[225626,306709],[225468,307166],[222950,308616],[222339,309216],[222128,310039],[222691,310670],[223130,311712],[223070,313025],[223956,314727],[223913,315359],[224662,316024],[224871,316456],[224837,318303],[225249,323773],[229230,324604],[230239,325397],[232084,328400],[232216,332195],[234822,332904],[235381,332361],[235604,332130]]
26	[[395358,248394],[395453,248251],[396602,248223],[397090,248569],[399967,248721],[401508,247708],[403031,247077],[404127,246879],[404750,245858],[404536,243809],[404043,243023],[404159,242383],[404622,241744],[407803,240702],[408490,241157],[408546,242054],[411279,243385],[412582,244475],[413203,244755],[414005,244669],[421821,241771],[421075,241048],[421087,239487],[421920,237761],[422965,236954],[423266,236073],[423270,234801],[422802,234476],[422566,232352],[422641,230779],[421636,225239],[421946,224017],[420907,222949],[418620,221716],[418282,221816],[418125,222405],[418094,223435],[418445,224174],[417975,224881],[415717,225023],[416763,223523],[416328,221995],[414358,220377],[412690,221343],[413295,219056],[414136,218467],[414254,216752],[413513,212811],[413613,210976],[414031,210711],[414735,209424],[414360,208788],[414038,208671],[412246,208777],[411071,207412],[410302,205904],[409476,205779],[406836,210480],[405761,212018],[403615,211883],[402781,211368],[400871,211233],[400096,212045],[401486,214278],[400677,215595],[398994,217461],[397748,216911],[396576,216931],[394503,218367],[392613,220475],[391297,222211],[391243,222987],[390888,223770],[385947,225941],[380834,227304],[378891,229845],[378626,230776],[380825,231735],[383036,233564],[383531,235319],[383120,236789],[381431,237436],[382903,239006],[387157,242179],[387313,244154],[387973,245663],[388741,246534],[390137,247175],[391438,247429],[394079,249311],[394869,248997],[395358,248394]]
29	[[214791,359006],[218056,358338],[221364,355691],[221895,354978],[223629,354575],[225455,354446],[227045,353844],[227422,353429],[227276,352135],[226896,351027],[226317,350480],[225586,350366],[224675,348626],[224968,348197],[225419,348200],[226820,346113],[227410,344529],[227070,342757],[228608,342379],[229478,341598],[230360,340286],[233500,339969],[234323,337897],[235044,337724],[235909,337871],[236515,336496],[236596,333174],[236383,332724],[235381,332361],[234822,332904],[232216,332195],[232084,328400],[230239,325397],[229230,324604],[225249,323773],[223761,324064],[223209,323856],[223166,323462],[222042,323504],[217906,326694],[217327,331499],[215776,332405],[215449,332950],[215159,334236],[215530,337915],[217275,340429],[217760,340445],[218109,340724],[218537,341977],[217032,343569],[215367,343944],[214135,344883],[213849,345136],[213343,346443],[213765,351526],[214087,352440],[214382,352709],[213959,354804],[212572,354743],[211545,356538],[213269,358314],[214222,359029],[214609,359173],[214791,359006]]
31	[[166440,415037],[168915,413767],[169114,411878],[168928,410766],[168469,409998],[168021,410734],[168129,411620],[166495,414081],[164804,413667],[165458,413085],[165827,411997],[165693,411782],[164682,411822],[162321,412822],[161649,411106],[161021,410250],[159967,411527],[159175,413617],[159131,414188],[159503,414728],[160121,414745],[160973,415628],[161042,417295],[160442,418886],[159918,419493],[165553,423751],[168487,424776],[168611,424475],[165781,423466],[165180,423072],[163016,421528],[161814,419852],[161724,418987],[163737,418058],[165733,416574],[166440,415037]],[[209966,525929],[211279,525588],[212970,526643],[213795,526225],[215012,523065],[215017,522570],[214494,521694],[215475,520327],[216582,517548],[219384,514994],[223040,518780],[223248,519763],[224737,520032],[225540,519363],[225623,518902],[225103,516532],[224088,514913],[224254,513814],[224766,512661],[227471,511353],[228106,510313],[229517,509773],[229660,511000],[233087,512830],[234990,512380],[235556,511525],[236197,511092],[237707,512577],[238597,511816],[238909,510625],[239153,507646],[238872,506337],[239240,505376],[239626,505056],[239519,503965],[240045,501886],[240449,501226],[241399,500472],[243972,499764],[245911,500031],[247361,499882],[247955,497687],[247761,496295],[249252,495711],[250303,495859],[251591,495557],[252785,494986],[253884,493144],[254138,492126],[254242,489545],[253235,486180],[252913,485939],[251405,486080],[250646,485735],[246721,482193],[246154,481015],[246432,475891],[247604,474303],[247909,473188],[247310,472229],[244878,470387],[244644,469722],[244658,468700],[244978,468482],[249064,469759],[249285,469708],[249348,469057],[249174,467211],[248438,464380],[247182,460946],[247326,460205],[248325,459122],[249274,458601],[251304,459244],[251434,459618],[253086,461165],[253516,461134],[255151,460232],[261439,455565],[261771,455157],[261556,454662],[261825,454382],[265188,454168],[265788,454287],[267462,453996],[271031,452848],[274145,451133],[274991,450442],[274755,449420],[274382,448862],[271629,448624],[271203,448388],[267661,443702],[268422,443552],[268966,443171],[270400,441445],[271001,437215],[269739,434073],[268765,430798],[267207,429712],[267076,427374],[267488,424579],[266772,421047],[266890,417016],[266305,414351],[266579,413833],[266314,413015],[265210,412046],[264994,410735],[264437,409220],[264123,409122],[263696,409347],[263399,408992],[262519,407400],[262461,406302],[261618,405584],[261715,404510],[261038,403931],[259303,404079],[258555,404476],[257461,405632],[255784,405959],[256177,405015],[256352,403084],[256232,399812],[252920,397078],[251462,397227],[251150,397052],[250294,395269],[250521,394301],[249938,393728],[249127,393755],[247431,394914],[245799,395287],[241606,394554],[240602,393491],[240833,392853],[240682,391081],[237956,389095],[236079,388586],[235021,386259],[235714,385203],[235379,384820],[233110,383143],[230464,382801],[227472,380882],[226481,377968],[225761,376962],[224843,377672],[224913,378119],[224146,379120],[222046,379770],[221673,379568],[218967,380969],[218352,382742],[217911,383411],[216862,383492],[213625,385324],[212778,385555],[210043,385658],[208587,384282],[208041,382533],[202756,380754],[201342,381433],[199519,381551],[194870,379608],[193234,378648],[191796,378163],[191475,380351],[191075,381011],[190366,381471],[187944,381947],[187673,383039],[185169,386162],[183884,388217],[181915,389618],[181649,391589],[181160,391965],[177774,391982],[177219,392768],[177225,393357],[177545,394179],[178278,394992],[178704,396289],[179513,399957],[179468,400264],[178444,401059],[178582,401732],[179379,402926],[180034,403413],[180621,403724],[181781,403644],[183081,404279],[181311,408185],[177408,406494],[175768,404141],[174809,403256],[171777,401131],[171302,401522],[171268,403735],[171728,405274],[170626,406038],[169621,407054],[168785,409159],[169767,410534],[171545,410811],[172508,411300],[173226,412470],[172568,412535],[171428,411390],[170474,412952],[171297,413571],[170905,414230],[170193,414704],[169366,414816],[169001,415266],[168797,416253],[168873,416973],[169318,416155],[170643,415710],[171236,416110],[171641,417301],[172141,417909],[172357,417925],[174847,417168],[178372,417040],[180023,416195],[181130,417048],[182288,419766],[183054,420243],[183118,419849],[186259,417691],[186603,417971],[185610,419361],[184115,420996],[183430,421468],[182790,421772],[180822,421400],[176183,423042],[174284,424359],[172069,426585],[172325,427470],[174948,430237],[176601,432625],[177426,433307],[179604,436349],[180313,439236],[180436,440361],[180128,441105],[179390,441080],[177147,442753],[177105,445225],[178818,448571],[179404,450238],[179708,449630],[181700,448596],[182197,448583],[182507,448998],[184212,448728],[184647,447009],[184405,445127],[184154,444442],[183704,443972],[183983,441771],[184194,441523],[186248,441302],[186297,441682],[188214,443458],[188957,442767],[188747,442463],[189863,439364],[190973,437474],[192037,437166],[193980,438078],[194768,437172],[196234,437485],[197634,438389],[199684,440196],[202572,440143],[202928,439992],[203080,439483],[203236,438268],[203090,437699],[204686,436339],[206166,436439],[206545,437810],[208498,439720],[210322,440006],[213143,441816],[214056,443499],[214200,444238],[213867,444553],[213766,444421],[212804,444589],[212409,444813],[212445,445937],[214352,449207],[216086,449382],[215971,451067],[215447,453123],[214205,452848],[211724,451788],[210741,451340],[210239,450866],[208867,450865],[209007,453278],[210104,454578],[210382,456122],[209748,460002],[209356,460302],[208463,462063],[208081,465259],[207141,465997],[206050,465773],[205725,465379],[204349,465326],[203096,465536],[201656,466516],[201334,466514],[200984,466201],[199387,464208],[199394,462752],[198540,459332],[197701,458810],[197440,458881],[197178,459591],[196115,461142],[195260,461846],[192214,460311],[191084,454177],[188966,453040],[187358,452490],[186762,452602],[184374,454120],[182755,455725],[182433,455832],[182005,455149],[182162,454010],[181705,453276],[181121,453715],[179321,453911],[178529,453637],[175663,454458],[173953,456540],[172696,457710],[170884,459162],[169798,459680],[169394,459578],[168753,458446],[166657,455693],[162179,454028],[161390,453941],[160166,458400],[159142,459491],[158362,461282],[158852,461964],[158969,462616],[158445,463158],[157475,467919],[157584,469412],[158151,470731],[158318,471874],[157768,472685],[157337,473990],[159184,474401],[160736,474147],[161304,473707],[161278,473322],[161939,472599],[165514,472341],[166676,473376],[167228,474494],[170172,476457],[171034,481195],[173882,482449],[176134,482429],[177951,482853],[178612,483300],[178638,483672],[176575,487831],[174710,489738],[173252,490404],[172364,489990],[170727,490407],[170524,490994],[170907,493680],[171537,494383],[172670,493561],[174913,492958],[176594,493535],[177483,494385],[177453,494947],[177040,495278],[176783,495934],[177082,496697],[178157,497687],[178531,497790],[179580,496579],[179425,493717],[179906,491589],[181920,488106],[182220,487817],[182963,487644],[183953,488650],[184719,490630],[185278,494785],[184528,495562],[183392,495776],[182813,496645],[182502,498576],[184393,500967],[185167,503454],[186775,503341],[188738,501763],[189032,502057],[189526,502830],[190524,505399],[190640,507857],[187517,509751],[181627,508755],[180781,509009],[180647,509273],[180954,510528],[179438,512459],[177826,513117],[177841,513911],[179753,516897],[182463,519805],[184671,521710],[188807,524464],[189938,523034],[190763,522402],[193424,522294],[193635,522582],[194604,523005],[195692,523138],[196612,522405],[195905,521671],[196163,520605],[196403,520617],[198526,523106],[197890,524340],[198120,525743],[202198,528252],[207160,530615],[208790,531832],[209492,532116],[209907,529146],[209548,526747],[209966,525929]]
32	[[318402,568170],[319453,566371],[321563,563733],[322491,562149],[323008,560067],[324731,555460],[325745,553382],[326469,552902],[327773,551054],[327635,550411],[327201,550471],[326984,550080],[326936,549520],[327261,548431],[329141,545400],[330821,543461],[331098,543479],[332398,542037],[332447,540469],[333380,538357],[334376,538285],[337813,530028],[338532,529208],[339122,527780],[339216,525563],[339738,523125],[341102,521148],[340912,519650],[340995,517783],[341337,517043],[343453,513800],[345336,511723],[347086,508478],[347956,507247],[349393,505628],[352262,503025],[352241,501952],[355509,496551],[357337,493942],[361254,490171],[361198,488941],[360972,488388],[365066,483036],[366483,481324],[374884,472937],[375935,471109],[377869,468803],[381364,465695],[381513,465346],[381462,463817],[380922,462556],[381039,463104],[380768,463050],[380533,462531],[380352,461982],[380486,461332],[381299,459659],[382992,457989],[386838,455108],[387450,452730],[387100,451767],[386585,451777],[386677,450675],[387604,448477],[390994,443958],[393725,441095],[394076,438037],[394514,437130],[396629,435080],[399765,433035],[399551,431295],[400958,427307],[404063,423616],[404919,422979],[405436,423073],[405406,423210],[408314,418500],[408735,417638],[407947,412116],[408306,410038],[409586,408414],[409975,407564],[408523,407548],[406473,406955],[404177,404998],[401665,403369],[398130,399375],[398615,396137],[398018,395855],[395285,395675],[394346,395966],[393877,396887],[392575,398413],[387049,401634],[385872,401591],[384237,400800],[383985,400404],[383596,398364],[382978,397852],[381428,398657],[377315,399613],[375476,399631],[373406,400100],[372744,401043],[370842,400651],[369371,397522],[368583,396514],[367792,395840],[366536,395293],[364197,396088],[363038,397759],[362854,398577],[358166,400432],[357594,399870],[356912,397264],[356644,394679],[355131,393854],[352426,394853],[348952,396540],[346877,397246],[346025,397795],[344257,399609],[343043,398730],[341517,398563],[338609,399721],[337821,399355],[336739,399767],[334538,401930],[334354,402394],[333314,403087],[332509,403255],[332069,403082],[331637,402248],[328839,402148],[327583,401921],[327086,401575],[324473,404584],[324643,405112],[324400,405868],[323069,406999],[319808,407103],[318479,406826],[316300,405441],[315809,404711],[315130,404361],[313050,405824],[312267,407261],[313280,408562],[315155,408928],[317711,411440],[317974,412122],[318027,413566],[316780,414313],[314300,413361],[313506,412763],[312525,412550],[309431,414536],[307049,417013],[306507,416995],[304129,415157],[304052,413630],[303267,413010],[302322,413306],[301607,413936],[301303,414479],[299923,415349],[299466,414542],[299798,413841],[298603,412348],[297875,411787],[295714,410782],[292230,410165],[291527,410700],[291350,411675],[291658,412510],[292177,413133],[290098,416526],[288563,417433],[286869,417782],[286137,417658],[282945,415527],[281701,414175],[282697,412141],[283088,410070],[282732,408582],[282266,407896],[281662,407561],[278412,407025],[277269,407305],[275746,406916],[275403,406065],[272376,405287],[270307,405106],[267871,406728],[266884,408522],[265975,412192],[266314,413015],[266579,413833],[266305,414351],[266890,417016],[266772,421047],[267488,424579],[267076,427374],[267207,429712],[268765,430798],[269739,434073],[271001,437215],[270400,441445],[268966,443171],[268422,443552],[267661,443702],[271203,448388],[271629,448624],[274382,448862],[274755,449420],[274991,450442],[274145,451133],[271031,452848],[267462,453996],[265788,454287],[265188,454168],[261825,454382],[261556,454662],[261771,455157],[261439,455565],[255151,460232],[253516,461134],[253086,461165],[251434,459618],[251304,459244],[249274,458601],[248325,459122],[247326,460205],[247182,460946],[248438,464380],[249174,467211],[249348,469057],[249285,469708],[249064,469759],[244978,468482],[244658,468700],[244644,469722],[244878,470387],[247310,472229],[247909,473188],[247604,474303],[246432,475891],[246154,481015],[246721,482193],[250646,485735],[251405,486080],[252913,485939],[253235,486180],[254242,489545],[254138,492126],[253884,493144],[252785,494986],[251591,495557],[250303,495859],[249252,495711],[247761,496295],[247955,497687],[247361,499882],[245911,500031],[243972,499764],[241399,500472],[240449,501226],[240045,501886],[239519,503965],[239626,505056],[239240,505376],[238872,506337],[239153,507646],[238909,510625],[238597,511816],[237707,512577],[236197,511092],[235556,511525],[234990,512380],[233087,512830],[229660,511000],[229517,509773],[228106,510313],[227471,511353],[224766,512661],[224254,513814],[224088,514913],[225103,516532],[225623,518902],[225540,519363],[224737,520032],[223248,519763],[223040,518780],[219384,514994],[216582,517548],[215475,520327],[214494,521694],[215017,522570],[215012,523065],[213795,526225],[212970,526643],[211279,525588],[209966,525929],[209548,526747],[209907,529146],[209492,532116],[210047,532401],[211945,534089],[212460,536239],[212852,536824],[213859,536815],[214137,536604],[214607,535578],[215853,534916],[217142,535109],[221227,537320],[225014,535958],[226589,535002],[227098,534916],[233579,537495],[235113,537381],[237051,536890],[238134,535768],[239208,535002],[240636,535365],[241278,535251],[242509,533516],[243947,533477],[244983,533843],[247296,535935],[248092,536414],[251346,537610],[253339,537658],[253919,536814],[255750,536419],[258966,536545],[259848,536689],[262410,538057],[267897,539247],[268616,538346],[269335,536764],[269693,536257],[270086,536104],[271457,536161],[274315,536812],[275590,537365],[275897,538067],[277247,538204],[281627,537304],[285933,535388],[290205,535717],[290383,535212],[291675,534940],[292943,535029],[300516,539321],[306148,542824],[308516,545105],[309021,546236],[311887,548787],[313628,553409],[314569,563171],[314174,566892],[314382,567485],[315018,568187],[318022,568910],[318402,568170]]
